id,political,not_political,title,message,thumbnail,created_at,updated_at,lang,images,impressions,political_probability,targeting,suppressed,targets,advertiser,entities,page,lower_page,targetings,paid_for_by,targetedness,listbuilding_fundraising_proba,page_id
hyperfeed_story_id_5cee83655206a6151508512,1,0,Jay Inslee,<p>DEADLINE ALERT: We’ve set a huge goal to raise $65000 before our official end-of-month deadline. We can’t fall short now. Chip in what you can today &gt;&gt;</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/54419138_10157156172203466_3735169178559053824_n.jpg,2019-05-29 13:04:48.011131+00,2019-05-29 23:49:29.302817+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/60465103_464085837674636_4924718052597039104_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/60465103_464085837674636_4924718052597039104_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yU/r/u7XTTygYX3C.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yU/r/u7XTTygYX3C.png},1,0.999999763925501,,f,[],,[],https://www.facebook.com/jayinslee/,https://www.facebook.com/jayinslee/,,INSLEE FOR AMERICA,,0.999985069800459,
hyperfeed_story_id_5cb3731b5153c5383005151,0,0,Fix Democracy First,<p>Fix Democracy First works for the will of the people not the power of money.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/16298934_10154011271240683_2654824098911642837_n.jpg,2019-04-14 17:51:38.576624+00,2019-04-14 17:51:38.576624+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/c51.0.540.282a/p540x282/56204858_6125791538607_5995123756454903808_n.png},1,0.984471200153569,,f,[],,[],https://www.facebook.com/fixdemocracyfirst.org/,https://www.facebook.com/fixdemocracyfirst.org/,,Fix Democracy First,,0.615323407575488,
hyperfeed_story_id_5cb37d92a0ed88536400957,0,0,Beto O'Rourke,<p>We seek the Democratic nomination by listening to and learning from the people we wish to serve. That’s why wherever you are in the United States — from Alaska to Puerto Rico — we need to hear from you about the ways we can move this country forward. Can you take our survey to tell Beto what issue you care about most</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/26047358_1510626285653743_4735771441297721924_n.jpg,2019-04-14 18:36:15.423305+00,2019-04-14 18:36:15.423305+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/p180x540/56007479_23843267472690055_7275055570082594816_n.png.jpg},1,0.999986080827551,,f,[],,"[{""entity"": ""the United States"" ""entity_type"": ""Region""} {""entity"": ""Alaska"" ""entity_type"": ""Region""} {""entity"": ""Beto"" ""entity_type"": ""Region""} {""entity"": ""Democrats"" ""entity_type"": ""Group""} {""entity"": ""Puerto Rico"" ""entity_type"": ""Region""}]",https://www.facebook.com/betoorourke/,https://www.facebook.com/betoorourke/,,Beto for America,,0.621965711005032,
hyperfeed_story_id_5ceee066e11b71196526565,0,0,Jay Inslee,<p>Make no mistake: All eyes are on our campaign. Now that we’ve reached 65000 donors -- early state voters political leaders pundits --  EVERYONE is looking to see if we can keep up the momentum. That’s why we’ve set a bold goal to raise $10000 before our official deadline at midnight. With so much at stake falling short isn’t an option. Donate right away!</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p200x200/54419138_10157156172203466_3735169178559053824_n.jpg,2019-05-29 19:41:49.648497+00,2019-05-29 19:41:49.648497+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/60351952_341827593103588_279069468607381504_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yt/r/wPe6V5iq-og.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yt/r/wPe6V5iq-og.png},1,0.999999821720467,,f,[],,[],https://www.facebook.com/jayinslee/,https://www.facebook.com/jayinslee/,,INSLEE FOR AMERICA,,0.999999979132554,
hyperfeed_story_id_5cf0c6453cca45748480441,1,1,World Food Program USA,<p>Women often eat last and least in countries facing conflict and famine. This Mother's Day you can help feed new moms and their babies.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p112x112/10346227_865769296771680_4437334150141115695_n.png,2019-05-31 06:15:10.399538+00,2019-05-31 10:34:36.766915+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/59762669_804519559931492_6977106881235910656_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/59762669_804519559931492_6977106881235910656_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/ya/r/6CA2cyI6vkb.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/ya/r/6CA2cyI6vkb.png},1,0.781988495610131,,f,[],,[],https://www.facebook.com/WFPUSA/,https://www.facebook.com/wfpusa/,,World Food Program USA,,0.999999979132554,
hyperfeed_story_id_5cf0f38c86f4c9650354856,1,1,Kirsten Gillibrand,<p>The DNC could CUT candidates from the stage if they don’t have 65000 individual donors. We haven’t hit that goal yet and the debates are less than 30 days away. So take a second to answer this important question:</p><p> Do you want to see Kirsten Gillibrand on the debate stage in June</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/50574097_10156471903268411_2224107823065726976_n.jpg,2019-05-31 09:28:16.613844+00,2019-05-31 11:27:00.495637+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/p180x540/60103731_23843474068460065_3217311043101392896_n.png.jpg},1,0.999969658076204,,f,[],,"[{""entity"": ""Kirsten Gillibrand"" ""entity_type"": ""Person""} {""entity"": ""CUT"" ""entity_type"": ""Organization""} {""entity"": ""Democrats"" ""entity_type"": ""Group""}]",https://www.facebook.com/KirstenGillibrand/,https://www.facebook.com/kirstengillibrand/,,Gillibrand 2020,,0.301201794296503,
hyperfeed_story_id_5cb36f7ab23e77d61159647,0,0,Democratic Senatorial Campaign Committee (DSCC),<p>BREAKING | The DSCC is endorsing Mark Kelly (D) for Senate in Arizona – the DSCC’s first endorsement of the cycle! Mitch McConnell is running scared. He knows he can’t afford to lose a SINGLE seat in the Senate for risk of losing his GOP majority – and he knows that Kelly poses a real threat.</p><p> Flipping this seat is CRITICAL to flipping the Senate but we’ll only win if grassroots Democrats like you are on board from the start. That’s why we need to hear from 736 more Democrats before 11:59 p.m. TONIGHT – but we’re still missing your response. So let us know now: Should Democrats take back the Senate</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p74x74/13139230_10153557863221569_8873509038344594941_n.png,2019-04-14 17:36:03.964194+00,2019-04-14 17:36:03.964194+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/p180x540/57313512_23843319832240698_1455560168891744256_n.png.jpg},1,0.999999385103497,,f,[],,"[{""entity"": ""GOP"" ""entity_type"": ""Organization""} {""entity"": ""Mitch McConnell"" ""entity_type"": ""Person""} {""entity"": ""TONIGHT"" ""entity_type"": ""Group""} {""entity"": ""DSCC"" ""entity_type"": ""Organization""} {""entity"": ""Kelly"" ""entity_type"": ""Person""} {""entity"": ""Flipping"" ""entity_type"": ""Organization""} {""entity"": ""Mark Kelly"" ""entity_type"": ""Person""} {""entity"": ""Senate"" ""entity_type"": ""Organization""} {""entity"": ""Democrats"" ""entity_type"": ""Group""} {""entity"": ""Arizona"" ""entity_type"": ""Region""} {""entity"": ""CRITICAL"" ""entity_type"": ""Organization""}]",https://www.facebook.com/DSCC/,https://www.facebook.com/dscc/,,the DSCC,,0.183042526245117,
hyperfeed_story_id_5cb378404e3f38140872053,0,0,USA for UNHCR,<p>“We were fighting for our lives in the darkness. The walls of the houses were just falling down.” – Antonio Cyclone Idai survivor </p><p> UNHCR is on the ground – but your help is needed to do more. You can bring shelter safety and critical emergency aid to victims today. Will you</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/15439840_10154553049526311_4357797733933282956_n.jpg,2019-04-14 18:13:34.619544+00,2019-04-14 18:13:34.619544+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/55788462_370493946885368_7611526464852197376_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/55788462_370493946885368_7611526464852197376_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yU/r/u7XTTygYX3C.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yU/r/u7XTTygYX3C.png},1,0.941672019682539,,f,[],,"[{""entity"": ""UNHCR"" ""entity_type"": ""Organization""}]",https://www.facebook.com/UNREFUGEES/,https://www.facebook.com/unrefugees/,,USA for UNHCR,,0.999999979132554,
hyperfeed_story_id_5cb07eed105a11155016787,1,0,Justice Democrats,<p>Justice Democrats recruited Alexandria Ocasio-Cortez and helped elect Ayanna Pressley and Ilhan Omar to Congress. We'll elect the next group of diverse leaders too unless the Democratic Congressional Campaign Committee has their way. The DCCC recently announced that they’re blacklisting organizations who support candidates mounting progressive primary challenges against incumbent Democrats. This is a direct attack on Justice Democrats where we're actively working to diversify Congress. We need more leaders like AOC and Ayanna Pressley in Congress not fewer.</p><p> Progressives shouldn't waste their money on the DCCC's corporate-friendly agenda. Donate to Justice Democrats to build the capacity we need to support candidates like AOC and win Medicare for All Green New Deal and an end to mass incarceration and deportation.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p74x74/56281497_651090411998369_7365432148825735168_n.png,2019-04-12 12:06:57.816754+00,2019-04-12 12:55:42.430332+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/56648790_23843322379270609_289069346473377792_n.png.jpg},1,0.999999345848907,,f,[],,"[{""entity"": ""Alexandria"" ""entity_type"": ""Region""} {""entity"": ""Congress"" ""entity_type"": ""Organization""} {""entity"": ""Ilhan Omar"" ""entity_type"": ""Person""} {""entity"": ""Ayanna Pressley"" ""entity_type"": ""Person""} {""entity"": ""Democrats"" ""entity_type"": ""Group""} {""entity"": ""Medicare"" ""entity_type"": ""Organization""} {""entity"": ""Justice"" ""entity_type"": ""Organization""} {""entity"": ""the Democratic Congressional Campaign Committee"" ""entity_type"": ""Organization""} {""entity"": ""Ocasio-Cortez"" ""entity_type"": ""Person""} {""entity"": ""DCCC"" ""entity_type"": ""Organization""} {""entity"": ""AOC"" ""entity_type"": ""Organization""}]",https://www.facebook.com/justicedemocrats/,https://www.facebook.com/justicedemocrats/,,Justice Democrats not authorized by any candidate or candidate's committee.,,0.999789634341141,
hyperfeed_story_id_5cb07985499388a29093578,1,0,PragerU,"<p><a class=""profileLink"" data-hovercard=""https://www.facebook.com/1593518174052711"" href=""https://www.facebook.com/realCandaceOwens/"">Candace Owens</a> is 100% correct! The claim that the political parties switched is a myth. The Democratic Party defended slavery started the Civil War founded the KKK and opposed civil rights.</p><p> Carol Swain explains: <a href=""https://l.prageru.com/2G0vCRb"">https://l.prageru.com/2G0vCRb</a></p>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p74x74/12294751_971039316272258_4574945575672839978_n.png,2019-04-12 11:42:39.563931+00,2019-04-12 12:55:50.263737+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/55886259_797956060569222_4030078138661732352_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/55886259_797956060569222_4030078138661732352_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gif},1,0.990174303449826,,f,[],,"[{""entity"": ""the Civil War"" ""entity_type"": ""Event""} {""entity"": ""KKK"" ""entity_type"": ""Person""} {""entity"": ""Carol Swain"" ""entity_type"": ""Person""} {""entity"": ""The Democratic Party"" ""entity_type"": ""Organization""}]",https://www.facebook.com/prageru/,https://www.facebook.com/prageru/,,PragerU ,,0.313084300607443,
hyperfeed_story_id_5cb07fb32031c8338470747,1,0,Planned Parenthood Action,<p>BREAKING: Georgia *JUST* passed a bill to ban abortion at six weeks – before many people know they’re pregnant!</p><p> Similar bans are making their way through state legislatures in 16 states.</p><p> We must fight back. Are you with us</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p74x74/49175100_10156142401059639_2091577587716325376_n.png,2019-04-12 12:09:10.837336+00,2019-04-12 12:55:34.504108+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/54603791_369194130358666_7747400808982904832_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/54603791_369194130358666_7747400808982904832_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/ya/r/6CA2cyI6vkb.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/ya/r/6CA2cyI6vkb.png},1,0.999987752192823,,f,[],,"[{""entity"": ""Georgia"" ""entity_type"": ""Region""}]",https://www.facebook.com/PlannedParenthoodAction/,https://www.facebook.com/plannedparenthoodaction/,,Planned Parenthood Action Fund.,,0.999880412215134,
hyperfeed_story_id_5cb0814a2ee7c4217300630,1,0,Elizabeth Warren,<p>Facebook and Google account for 70% of all internet traffic — if we didn’t run ads on Facebook like this one we wouldn’t be able to get our message out around the country. And if Facebook wants to they have the power to shut down debate by taking down our ads (which they recently did). That’s not how the internet should work. We need to break up the three big tech companies that dominate the internet stifle competition and influence how our democracy works. But it’s going to take a grassroots movement to get it done. So if you’re with me then chip in now to help fight back.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/29497425_10155616515548687_366622635037745281_n.jpg,2019-04-12 12:15:50.543525+00,2019-04-12 12:56:22.355342+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/52666830_2355879981309723_7611803494537756672_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/52666830_2355879981309723_7611803494537756672_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yU/r/u7XTTygYX3C.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yU/r/u7XTTygYX3C.png},1,0.999995082062398,,f,[],,"[{""entity"": ""Google"" ""entity_type"": ""Organization""} {""entity"": ""Facebook"" ""entity_type"": ""Organization""}]",https://www.facebook.com/ElizabethWarren/,https://www.facebook.com/elizabethwarren/,,Warren for President,,0.999999979132554,
hyperfeed_story_id_5cb08b84c39430204397015,0,0,The Intercept,<p>The notion of “objectivity” in U.S. journalism is often used as a euphemism for bias toward the views of the powerful. Instead The Intercept holds those in power accountable regardless of their political or corporate affiliations.</p><p> Will you support independent journalism by signing up for The Intercept’s newsletter</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/11698698_859573920758329_6701504024346020853_n.png,2019-04-12 12:58:52.926246+00,2019-04-12 12:58:52.926246+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/43360169_23843276007920130_354663783529971712_n.png.jpg},1,0.99717224329034,,f,[],,"[{""entity"": ""U.S."" ""entity_type"": ""Region""} {""entity"": ""Intercept"" ""entity_type"": ""Organization""}]",https://www.facebook.com/theinterceptflm/,https://www.facebook.com/theinterceptflm/,,The Intercept,,0.217347655445337,
hyperfeed_story_id_5cb08b799d82e4e32556538,0,0,National Geographic Society,<p>An estimated 5 trillion pieces of plastic are already in our ocean. National Geographic Explorers are investigating how plastic moves through watersheds and creating solutions that keep plastics from ever reaching the ocean.</p><p> Your contribution helps reduce the amount of plastic that is polluting our world’s oceans.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/17103390_271030340004855_3829039137286045001_n.jpg,2019-04-12 12:58:48.822245+00,2019-04-12 12:58:48.822245+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/48921441_23843118364280482_7873183569105911808_n.png.jpg},1,0.959497021147396,,f,[],,"[{""entity"": ""National Geographic Explorers"" ""entity_type"": ""Organization""}]",https://www.facebook.com/InsideNatGeo/,https://www.facebook.com/insidenatgeo/,,National Geographic Society,,0.999940200890705,
hyperfeed_story_id_5cb090c61c3768e50657270,0,0,Indivisible Guide,"<p>The DCCC recently announced that they would be blacklisting vendors staffers and organizations that support primary challengers to Democratic incumbents. Here at Indivisible we believe that primary challenges are an important component of a healthy democracy and that incumbents who engage fully with their constituents shouldn’t fear primaries and shouldn’t rely on national institutions like the DCCC to suppress them before voters ever have a say.</p><p> In 2018 Indivisible grou<span class=""text_exposed_hide"">...</span><span class=""text_exposed_show"">ps joined a powerful multi-racial grassroots coalition to usher in a historic freshman class led by women of color who are now leading the charge on priorities that establishment Democrats left on the backburner for too long. These movements deserve a voice and we reject the DCCC’s attempt to silence them.  If you agree please consider donating to Indivisible today where we’re working tirelessly to protect our democracy — even if that means challenging the establishment.</span></p>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p32x32/37121548_451984051932136_7541493776095641600_n.jpg,2019-04-12 13:21:22.232157+00,2019-04-12 13:21:22.232157+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/57163972_23843253106650433_5878612756982136832_n.png.jpg},1,0.999963741439038,,f,[],,"[{""entity"": ""Indivisible"" ""entity_type"": ""Group""} {""entity"": ""DCCC"" ""entity_type"": ""Organization""} {""entity"": ""Democrats"" ""entity_type"": ""Group""} {""entity"": ""Indivisible"" ""entity_type"": ""Region""}]",https://www.facebook.com/indivisibleguide/,https://www.facebook.com/indivisibleguide/,,Indivisible Project,,0.999573209875962,
hyperfeed_story_id_5cb378fdb870c7927841053,0,0,USA for UNHCR,<p>It’s the worst humanitarian crisis in the world and it doesn’t get enough attention…</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p32x32/15439840_10154553049526311_4357797733933282956_n.jpg,2019-04-14 18:25:06.153083+00,2019-04-14 18:25:06.153083+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/46178482_1803756676413138_6939546696447688704_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/46178482_1803756676413138_6939546696447688704_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yU/r/u7XTTygYX3C.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yU/r/u7XTTygYX3C.png},1,0.936699554715522,,f,[],,[],https://www.facebook.com/UNREFUGEES/,https://www.facebook.com/unrefugees/,,USA for UNHCR,,1.00000015849582,
hyperfeed_story_id_5cb091f135ea01588618444,0,0,Better Training Better Jobs,<p>Funds from Prop A will expand early college high schools enhance student learning with new technology lower student debt and more! Look for it at the end of your ballot.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p32x32/54278667_259629181657907_6221152049698963456_n.png,2019-04-12 13:26:11.907795+00,2019-04-12 13:26:11.907795+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/56813681_23843272296240646_3547873158088359936_n.png.jpg},1,0.985176511855107,,f,[],,"[{""entity"": ""Prop A"" ""entity_type"": ""Organization""}]",https://www.facebook.com/BetterTrainingBetterJobs/,https://www.facebook.com/bettertrainingbetterjobs/,,Better Training. Better Jobs. PAC,,0.42205206444487,
hyperfeed_story_id_5cb09216d28793048904392,0,0,Alliance for Climate Education,<p>North Carolina's climate is changing. Make sure your students have the facts.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/10616344_10152896716083516_4603666323581696604_n.png,2019-04-12 13:26:58.278184+00,2019-04-12 13:26:58.278184+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/53648633_1293894637438923_4970320009596239872_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/53648633_1293894637438923_4970320009596239872_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gif},1,0.994203766918945,,f,[],,"[{""entity"": ""North Carolina's"" ""entity_type"": ""Region""}]",https://www.facebook.com/acespace/,https://www.facebook.com/acespace/,,Alliance for Climate Education,,0.169482295168564,
hyperfeed_story_id_5cb36ef9b427f0863136957,0,0,Elizabeth Warren,<p>Year after year some of the biggest corporations in the country make huge profits but pay zero federal corporate income taxes on those profits. This isn’t right and we need structural change to fix it. That’s why I’m proposing a big new idea: the Real Corporate Profits Tax. It will make our biggest and most profitable corporations pay more and ensure that none of them can ever make billions and pay zero taxes again. Too many of our wealthiest companies seek to cash in on all the benefits of America while skipping out on the bill. Sign our petition if you support my new plan to make the biggest corporations pay their fair share.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p32x32/29497425_10155616515548687_366622635037745281_n.jpg,2019-04-14 17:33:52.180314+00,2019-04-14 17:33:52.180314+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/55731927_1043990519144967_3699474959492448256_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/55731927_1043990519144967_3699474959492448256_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gif},1,0.999849284492244,,f,[],,"[{""entity"": ""America"" ""entity_type"": ""Region""}]",https://www.facebook.com/ElizabethWarren/,https://www.facebook.com/elizabethwarren/,,Warren for President,,0.0462099723517895,
hyperfeed_story_id_5cb3761a639e83303541409,0,0,Kirsten Gillibrand,<p>I knew I was taking a risk when I called on Al Franken to resign but I chose to raise my voice. Staying silent is never the right thing to do. As president I will never stop boldly standing up for women and I’m ready to share this vision on the debate stage.</p><p> But Democratic megadonors are blacklisting me because I refused to stay silent so I’m relying on you to help us guarantee our spot in the debates. Will you donate $1 to help our campaign qualify for the debates We need another 250 people to chip in before midnight and I’d so appreciate your support.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/50574097_10156471903268411_2224107823065726976_n.jpg,2019-04-14 18:04:16.466811+00,2019-04-14 18:04:16.466811+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/p180x540/56914751_23843392698720713_3125909393103650816_n.png.jpg},1,0.999923420497488,,f,[],,"[{""entity"": ""Democrats"" ""entity_type"": ""Group""} {""entity"": ""Al Franken"" ""entity_type"": ""Person""}]",https://www.facebook.com/KirstenGillibrand/,https://www.facebook.com/kirstengillibrand/,,Gillibrand 2020,,0.860802177339792,
hyperfeed_story_id_5cb0aa2d8530f2c57827509,1,0,Phone2Action,<p>How effective was that email you sent to your lawmaker</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/15375_602924069827050_6674799422832804627_n.png,2019-04-12 15:09:44.536977+00,2019-04-12 15:19:51.142144+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c0.1.1200.629a/s526x296/47702406_6116483086407_4001626162169118720_n.png.jpg},1,0.977470053172717,,f,[],,[],https://www.facebook.com/Phone2Action/,https://www.facebook.com/phone2action/,,Phone2Action,,0.64119646511972,
hyperfeed_story_id_5cb3712b191238a51935679,0,0,Sandy Hook Promise,"<p>My beautiful butterfly Dylan was shot at least five times in his first-grade classroom at Sandy Hook Elementary. He died in the arms of his special education assistant when he was just six years old.</p><p> Now a company called Revived Games has turned that day into a game. They have created a video game where the objective is to murder people in a school – and even after it was removed from one gaming platform they're still planning to release it.</p><p> This is absolutely sickening. It <span class=""text_exposed_hide"">...</span><span class=""text_exposed_show"">disgusts me to think that someone saw what happened to my son and every person injured or killed in a school shooting and thought it would make a fun game for other people to play. They're actually trying to make money by glorifying school shootings.</span></p><p> I need 100000 people to join me in demanding that Revived not release or sell this game. But we're currently still very short and it looks like you haven't signed yet. So please sign the petition right now!</p><p> – Nicole Hockley (Dylan's mom)</p>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p74x74/21742875_1424610050990556_634558332963694028_n.png,2019-04-14 17:43:20.400453+00,2019-04-14 17:43:20.400453+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/56817410_10105349487635744_1301274463899222016_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/56817410_10105349487635744_1301274463899222016_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gif},1,0.999974884276762,,f,[],,"[{""entity"": ""Sandy Hook Elementary"" ""entity_type"": ""Facility""} {""entity"": ""Dylan"" ""entity_type"": ""Person""}]",https://www.facebook.com/SandyHookPromise/,https://www.facebook.com/sandyhookpromise/,,Sandy Hook Promise,,0.0171047393232584,
